,DZ2011CD,DZ11NM_19,CA19CD,CA19NM,CA16CD,CA16NM,All_Ages_2019,All_Ages_2016,pgr19_16,DataZone2011Code,DataZone2011Name,CouncilArea2011Code,CouncilArea2016Code,CouncilArea2016Name,landcover_type_19,area_2013,area_2016,area_2019,LCR2013_16,LCR2016_19,_merge,LCRPGR_19_16
1662,S01008168,IZ01 - 06,S12000010,East Lothian,S12000010,East Lothian,856,899,-0.016337552776626053,S01008168,Wallyford/Whitecraig - 06,S12000010,S12000010,East Lothian,Manmade,69491.39,71922.59,78014.892893,810.4003332999997,2030.767631,both,-124300.60112218249
1663,S01008169,IZ01 - 07,S12000010,East Lothian,S12000010,East Lothian,826,743,0.03529957626773963,S01008169,Wallyford/Whitecraig - 07,S12000010,S12000010,East Lothian,Manmade,113633.86,121969.0,138379.27199299994,2778.379667,5470.090664333315,both,154961.9356006957
1664,S01008170,IZ02 - 01,S12000010,East Lothian,S12000010,East Lothian,577,588,-0.00629489379684244,S01008170,Musselburgh South - 01,S12000010,S12000010,East Lothian,Manmade,48862.75,49323.3,54375.214046,153.5163333,1683.971348666666,both,-267513.8617130216
1665,S01008171,IZ02 - 02,S12000010,East Lothian,S12000010,East Lothian,773,778,-0.0021491585303232163,S01008171,Musselburgh South - 02,S12000010,S12000010,East Lothian,Manmade,42991.73,44295.62,44596.330781,434.63199999999995,100.23692699999809,both,-46640.08056442595
1666,S01008172,IZ02 - 03,S12000010,East Lothian,S12000010,East Lothian,559,577,-0.01056426445100012,S01008172,Musselburgh South - 03,S12000010,S12000010,East Lothian,Manmade,44194.46,46711.02,52028.320859,838.8523332999997,1772.4336196666675,both,-167776.3395537558
1667,S01008173,IZ02 - 04,S12000010,East Lothian,S12000010,East Lothian,641,658,-0.008725158134882402,S01008173,Musselburgh South - 04,S12000010,S12000010,East Lothian,Manmade,54081.96,53802.75,55759.209729999995,-93.06966667,652.1532433333341,both,-74744.0027162469
1668,S01008174,IZ02 - 05,S12000010,East Lothian,S12000010,East Lothian,490,488,0.0013633284171750222,S01008174,Musselburgh South - 05,S12000010,S12000010,East Lothian,Manmade,27592.75,29357.52,29445.264624,588.258,29.248207999999675,both,21453.530661823526
1669,S01008175,IZ02 - 06,S12000010,East Lothian,S12000010,East Lothian,752,746,0.002670241248692993,S01008175,Musselburgh South - 06,S12000010,S12000010,East Lothian,Manmade,46106.34,46920.83,55762.966948,271.4946667,2947.378982666666,both,1103787.5263552775
1670,S01008176,IZ02 - 07,S12000010,East Lothian,S12000010,East Lothian,802,762,0.017054017393289427,S01008176,Musselburgh South - 07,S12000010,S12000010,East Lothian,Manmade,256626.09,271129.86,285186.05097800004,4834.590333,4685.396992666686,both,274738.6076028244
1671,S01008177,IZ03 - 01,S12000010,East Lothian,S12000010,East Lothian,739,776,-0.016284866411672344,S01008177,Musselburgh West - 01,S12000010,S12000010,East Lothian,Manmade,112087.72,112752.12,118906.107216,221.4663333,2051.3290720000027,both,-125965.36073084957
1672,S01008178,IZ03 - 02,S12000010,East Lothian,S12000010,East Lothian,579,610,-0.017385493198120574,S01008178,Musselburgh West - 02,S12000010,S12000010,East Lothian,Manmade,41164.3,41794.26,42536.829225000016,209.98833330000002,247.52307500000458,both,-14237.33409108938
1673,S01008179,IZ03 - 03,S12000010,East Lothian,S12000010,East Lothian,507,540,-0.021019378655712302,S01008179,Musselburgh West - 03,S12000010,S12000010,East Lothian,Manmade,31749.43,34488.97,40813.142416,913.1813332999999,2108.0574720000004,both,-100291.14116687303
1674,S01008180,IZ03 - 04,S12000010,East Lothian,S12000010,East Lothian,467,483,-0.011229131994558456,S01008180,Musselburgh West - 04,S12000010,S12000010,East Lothian,Manmade,91993.24,95933.73,101687.25167,1313.498667,1917.8405566666672,both,-170791.52312004496
1675,S01008181,IZ03 - 05,S12000010,East Lothian,S12000010,East Lothian,655,643,0.006163503799210847,S01008181,Musselburgh West - 05,S12000010,S12000010,East Lothian,Manmade,86241.79,93586.81,94454.43281600002,2448.34,289.2076053333392,both,46922.5970738216
1676,S01008182,IZ04 - 01,S12000010,East Lothian,S12000010,East Lothian,907,959,-0.01858287492276722,S01008182,Musselburgh North - 01,S12000010,S12000010,East Lothian,Manmade,59918.29,61476.02,62052.730238,519.2416667,192.23674599999993,both,-10344.833444715103
1677,S01008183,IZ04 - 02,S12000010,East Lothian,S12000010,East Lothian,621,656,-0.01827656900353676,S01008183,Musselburgh North - 02,S12000010,S12000010,East Lothian,Manmade,30765.44,30524.38,30578.59136100001,-80.355,18.07045366666837,both,-988.7224272330051
1678,S01008184,IZ04 - 03,S12000010,East Lothian,S12000010,East Lothian,797,813,-0.006625476919198503,S01008184,Musselburgh North - 03,S12000010,S12000010,East Lothian,Manmade,70223.53,74788.25,74846.36883400001,1521.571667,19.372944666669355,both,-2924.007570010966
1679,S01008185,IZ04 - 04,S12000010,East Lothian,S12000010,East Lothian,966,945,0.007326302239591722,S01008185,Musselburgh North - 04,S12000010,S12000010,East Lothian,Manmade,66062.68,66633.23,66687.014499,190.1816667,17.928166333333746,both,2447.0961949193133
1680,S01008186,IZ04 - 05,S12000010,East Lothian,S12000010,East Lothian,915,916,-0.000364099799536309,S01008186,Musselburgh North - 05,S12000010,S12000010,East Lothian,Manmade,85000.19,84851.26,83972.657624,-49.64266667,-292.86745866666513,both,804360.3952532789
1681,S01008187,IZ04 - 06,S12000010,East Lothian,S12000010,East Lothian,659,665,-0.0030211687177823213,S01008187,Musselburgh North - 06,S12000010,S12000010,East Lothian,Manmade,58472.89,62663.07,63401.6223,1396.726,246.184100000001,both,-81486.37927798736
1682,S01008188,IZ05 - 01,S12000010,East Lothian,S12000010,East Lothian,903,923,-0.007302227028622256,S01008188,Musselburgh East - 01,S12000010,S12000010,East Lothian,Manmade,84739.73,85787.73,88322.756396,349.3346667,845.0087986666672,both,-115719.32717984787
1683,S01008189,IZ05 - 02,S12000010,East Lothian,S12000010,East Lothian,564,568,-0.002355722407697481,S01008189,Musselburgh East - 02,S12000010,S12000010,East Lothian,Manmade,35270.8,36622.45,36510.59602100001,450.5526666999999,-37.28465966666166,both,15827.27215432155
