,DZ2011CD,DZ11NM_19,CA19CD,CA19NM,CA16CD,CA16NM,All_Ages_2019,All_Ages_2016,pgr19_16,DataZone2011Code,DataZone2011Name,CouncilArea2011Code,CouncilArea2016Code,CouncilArea2016Name,landcover_type_19,area_2013,area_2016,area_2019,LCR2013_16,LCR2016_19,_merge,LCRPGR_19_16
2863,S01009369,Rosyth Kings East,S12000047,Fife,S12000047,Fife,569,574,-0.0029163207310785124,S01009369,Rosyth Kings East,S12000015,S12000047,Fife,Manmade,35507.92,35507.92,41911.81432100001,0.0,2134.631440333338,both,-731960.4519438127
2864,S01009370,Rosyth Wilderness North,S12000047,Fife,S12000047,Fife,789,779,0.0042517583250420285,S01009370,Rosyth Wilderness North,S12000015,S12000047,Fife,Manmade,58585.51,58722.61,66526.79062599999,45.70166667,2601.393541999996,both,611839.4657284011
2865,S01009371,Admiralty North East,S12000047,Fife,S12000047,Fife,539,544,-0.003077891982315147,S01009371,Admiralty North East,S12000015,S12000047,Fife,Manmade,48310.94,50118.79,52570.131427,602.6186667000002,817.1138089999997,both,-265478.3903057502
2866,S01009372,Admiralty Central,S12000047,Fife,S12000047,Fife,490,511,-0.013988066366344065,S01009372,Admiralty Central,S12000015,S12000047,Fife,Manmade,39971.79,39972.99,38737.26846800002,0.402,-411.9071773333271,both,29447.041967458408
2867,S01009373,Rosyth Kings South,S12000047,Fife,S12000047,Fife,786,819,-0.013709097141287615,S01009373,Rosyth Kings South,S12000015,S12000047,Fife,Manmade,74845.13,74845.13,75783.774734,0.0,312.88157800000045,both,-22822.91640181735
2868,S01009374,Admiralty South West,S12000047,Fife,S12000047,Fife,950,952,-0.0007010167322595959,S01009374,Admiralty South West,S12000015,S12000047,Fife,Manmade,154140.93,157597.21,174972.73269200002,1152.093,5791.8408973333435,both,-8262057.9949132325
2869,S01009375,Admiralty South East,S12000047,Fife,S12000047,Fife,757,772,-0.006540432195775782,S01009375,Admiralty South East,S12000015,S12000047,Fife,Manmade,50732.57,53234.95,62515.22536800001,834.1283333,3093.4251226666693,both,-472969.5271001503
2870,S01009376,Admiralty South,S12000047,Fife,S12000047,Fife,524,563,-0.023929314606216057,S01009376,Admiralty South,S12000015,S12000047,Fife,Manmade,41183.61,41183.61,42221.409117,0.0,345.93303900000075,both,-14456.454131374854
2871,S01009377,Rosyth Dockyard and Castle,S12000047,Fife,S12000047,Fife,1454,1567,-0.024948194754185388,S01009377,Rosyth Dockyard and Castle,S12000015,S12000047,Fife,Manmade,1513609.06,1516127.22,1667875.6565440001,839.3846667000001,50582.81218133331,both,-2027513.921537244
2872,S01009378,Rosyth Pease Hill East,S12000047,Fife,S12000047,Fife,985,1004,-0.006368553026528535,S01009378,Rosyth Pease Hill East,S12000015,S12000047,Fife,Manmade,65572.88,65589.28,69293.00070099997,5.466333333,1234.5735669999895,both,-193854.64199753222
2873,S01009379,Rosyth Pease Hill North,S12000047,Fife,S12000047,Fife,948,948,0.0,S01009379,Rosyth Pease Hill North,S12000015,S12000047,Fife,Manmade,46413.78,46557.34,50682.362637,47.85533333,1375.0075456666673,both,inf
2874,S01009380,Rosyth Pease Hill South,S12000047,Fife,S12000047,Fife,534,544,-0.0061844692985826115,S01009380,Rosyth Pease Hill South,S12000015,S12000047,Fife,Manmade,46256.29,46586.36,49970.897578,110.0236667,1128.1791926666656,both,-182421.34259203574
2875,S01009381,Inverkeithing Belleknowes,S12000047,Fife,S12000047,Fife,590,586,0.0022675824409175396,S01009381,Inverkeithing Belleknowes,S12000015,S12000047,Fife,Manmade,283091.34,298411.2,348110.354275,5106.620333,16566.384758333326,both,7305747.50421423
2876,S01009382,Inverkeithing West,S12000047,Fife,S12000047,Fife,733,754,-0.009415555373768194,S01009382,Inverkeithing West,S12000015,S12000047,Fife,Manmade,71138.37,70813.83,72707.965352,-108.17733329999999,631.3784506666657,both,-67056.95262816791
2877,S01009383,Inverkeithing Jamestown,S12000047,Fife,S12000047,Fife,728,754,-0.011697106603756688,S01009383,Inverkeithing Jamestown,S12000015,S12000047,Fife,Manmade,287480.8,317150.43,453633.583221,9889.877667,45494.384407,both,-3889370.760491218
2878,S01009384,North Queensferry,S12000047,Fife,S12000047,Fife,554,579,-0.014712596941903813,S01009384,North Queensferry,S12000015,S12000047,Fife,Manmade,109630.6,112370.28,136842.297921,913.2260000000001,8157.3393069999975,both,-554445.9172783154
2879,S01009385,North Queensferry Ferryhills,S12000047,Fife,S12000047,Fife,489,486,0.0020512885247927623,S01009385,North Queensferry Ferryhills,S12000015,S12000047,Fife,Manmade,54379.7,54179.6,61907.5346,-66.70033333,2575.9782,both,1255785.4094466043
2880,S01009386,Inverkeithing Spencerfield North,S12000047,Fife,S12000047,Fife,592,592,0.0,S01009386,Inverkeithing Spencerfield North,S12000015,S12000047,Fife,Manmade,91896.44,92170.63,107274.809614,91.397,5034.726537999998,both,inf
2881,S01009387,Inverkeithing Spencerfield South,S12000047,Fife,S12000047,Fife,595,637,-0.02273608334217786,S01009387,Inverkeithing Spencerfield South,S12000015,S12000047,Fife,Manmade,76950.48,79038.62,95502.81156899998,696.047,5488.06385633333,both,-241381.23412630116
2882,S01009388,Inverkeithing Spittalfield,S12000047,Fife,S12000047,Fife,708,803,-0.04197020675101398,S01009388,Inverkeithing Spittalfield,S12000015,S12000047,Fife,Manmade,68108.75,63570.22,59354.98184,-1512.845,-1405.0793866666668,both,33478.019181611984
2883,S01009389,Inverkeithing North East,S12000047,Fife,S12000047,Fife,947,906,0.014753262381032941,S01009389,Inverkeithing North East,S12000015,S12000047,Fife,Manmade,88191.45,90845.09,97022.5473,884.547,2059.1524333333364,both,139572.68434272677
2884,S01009390,Dalgety Letham Hill South,S12000047,Fife,S12000047,Fife,719,761,-0.01892400004687972,S01009390,Dalgety Letham Hill South,S12000015,S12000047,Fife,Manmade,48945.71,48945.71,51107.335975,0.0,720.5419916666675,both,-38075.56488489197
2885,S01009391,Dalgety Letham Hill,S12000047,Fife,S12000047,Fife,669,692,-0.01126729849648038,S01009391,Dalgety Letham Hill,S12000015,S12000047,Fife,Manmade,36535.73,36535.73,38509.79454800001,0.0,658.0215160000008,both,-58401.00146504064
2886,S01009392,Dalgety Letham Farm,S12000047,Fife,S12000047,Fife,522,564,-0.025795554538473413,S01009392,Dalgety Letham Farm,S12000015,S12000047,Fife,Manmade,31309.18,32164.39,34148.433963,285.06966669999997,661.3479876666679,both,-25638.060491403052
2887,S01009393,Hillend,S12000047,Fife,S12000047,Fife,662,669,-0.003506168063740078,S01009393,Hillend,S12000015,S12000047,Fife,Manmade,151942.18,154773.63,165453.97744500006,943.8163332999999,3560.115815000017,both,-1015386.5274793451
2888,S01009394,Dalgety Steeple Clump,S12000047,Fife,S12000047,Fife,904,948,-0.01584171395428176,S01009394,Dalgety Steeple Clump,S12000015,S12000047,Fife,Manmade,79761.74,80265.69,84946.58670900001,167.9836667,1560.2989030000024,both,-98493.06126236918
2889,S01009395,Dalgety Bay East,S12000047,Fife,S12000047,Fife,680,680,0.0,S01009395,Dalgety Bay East,S12000015,S12000047,Fife,Manmade,106153.33,108318.57,112640.41256099999,721.7456667,1440.6141869999994,both,inf
2890,S01009396,Dalgety Bay South East,S12000047,Fife,S12000047,Fife,725,758,-0.014837243595898962,S01009396,Dalgety Bay South East,S12000015,S12000047,Fife,Manmade,87416.41,87600.83,92516.3788,61.47266667,1638.5162666666681,both,-110432.65927908312
2891,S01009397,Dalgety St Davids Clump,S12000047,Fife,S12000047,Fife,689,700,-0.005279688009915357,S01009397,Dalgety St Davids Clump,S12000015,S12000047,Fife,Manmade,69943.15,70137.29,74508.832629,64.714,1457.1808763333343,both,-275997.5350052352
2892,S01009398,Dalgety Bogend Wood,S12000047,Fife,S12000047,Fife,643,643,0.0,S01009398,Dalgety Bogend Wood,S12000015,S12000047,Fife,Manmade,37970.57,37905.64,41037.572694,-21.644000000000002,1043.9775646666676,both,inf
2893,S01009399,Dalgety Longhill Park,S12000047,Fife,S12000047,Fife,690,714,-0.011397121582759769,S01009399,Dalgety Longhill Park,S12000015,S12000047,Fife,Manmade,51836.56,51775.56,54933.70916599999,-20.33566667,1052.7163886666651,both,-92366.86482831693
2894,S01009400,Dalgety Donibristle South,S12000047,Fife,S12000047,Fife,529,544,-0.009320271665881086,S01009400,Dalgety Donibristle South,S12000015,S12000047,Fife,Manmade,42309.35,42317.09,43488.449582,2.579333333,390.45319400000153,both,-41892.89840438254
2895,S01009401,Dalgety Ross Plantation,S12000047,Fife,S12000047,Fife,656,687,-0.015391167759420109,S01009401,Dalgety Ross Plantation,S12000015,S12000047,Fife,Manmade,87032.43,87283.66,93755.324657,83.74333333,2157.221552333334,both,-140159.70627134605
2896,S01009402,Dalgety Crow Hill,S12000047,Fife,S12000047,Fife,843,877,-0.013180011456775869,S01009402,Dalgety Crow Hill,S12000015,S12000047,Fife,Manmade,90099.0,90509.64,97084.42757,136.8826667,2191.595856666667,both,-166281.7869205996
2897,S01009403,Dalgety Donibristle and Hillend,S12000047,Fife,S12000047,Fife,511,547,-0.022693070739425576,S01009403,Dalgety Donibristle and Hillend,S12000015,S12000047,Fife,Manmade,369232.01,372073.85,399267.619644,947.283,9064.589881333348,both,-399443.07165028463
2898,S01009404,Halbeath,S12000047,Fife,S12000047,Fife,704,739,-0.016173188263386443,S01009404,Halbeath,S12000015,S12000047,Fife,Manmade,563064.57,580557.06,770513.751592,5830.830333,63318.89719733332,both,-3915053.4926176155
2899,S01009405,Crossgates South Knowe and Annfield,S12000047,Fife,S12000047,Fife,430,424,0.004683917818550096,S01009405,Crossgates South Knowe and Annfield,S12000015,S12000047,Fife,Manmade,318050.73,338664.36,432763.8424110001,6871.207667000002,31366.494137000038,both,6696636.310051554
2900,S01009406,Crossgates North,S12000047,Fife,S12000047,Fife,929,914,0.005426055786562828,S01009406,Crossgates North,S12000015,S12000047,Fife,Manmade,105477.33,106831.65,108184.523704,451.43866669999994,450.9579013333326,both,83109.70603179054
2901,S01009407,Crossgates North East,S12000047,Fife,S12000047,Fife,520,548,-0.01748215845751418,S01009407,Crossgates North East,S12000015,S12000047,Fife,Manmade,40994.79,42363.88,42512.79476,456.36300000000006,49.63825333333565,both,-2839.3664005487913
2902,S01009408,Crossgates North Knowe,S12000047,Fife,S12000047,Fife,906,922,-0.005835305837871507,S01009408,Crossgates North Knowe,S12000015,S12000047,Fife,Manmade,66120.25,68880.95,70710.197312,920.2333332999999,609.7491040000023,both,-104493.08415725046
2903,S01009409,Hill of Beath and Landward,S12000047,Fife,S12000047,Fife,803,672,0.059365457807870725,S01009409,Hill of Beath and Landward,S12000015,S12000047,Fife,Manmade,341129.05,394796.77,622356.280484,17889.23733,75853.17016133331,both,1277732.421550982
2904,S01009410,Beath Woodend,S12000047,Fife,S12000047,Fife,846,831,0.005963188250258374,S01009410,Beath Woodend,S12000015,S12000047,Fife,Manmade,72580.55,65502.41,69078.47728099997,-2359.382333,1192.022426999989,both,199896.82984573575
2905,S01009411,Hill of Beath,S12000047,Fife,S12000047,Fife,844,876,-0.012404532113478106,S01009411,Hill of Beath,S12000015,S12000047,Fife,Manmade,175111.02,181868.12,203294.34294,2252.367667,7142.074313333335,both,-575763.2974784382
2906,S01009412,Beath South West,S12000047,Fife,S12000047,Fife,849,865,-0.006223440206843998,S01009412,Beath South West,S12000015,S12000047,Fife,Manmade,64991.17,67712.58,69189.92869900001,907.1363332999997,492.4495663333364,both,-79128.19115571854
2907,S01009413,Cowdenbeath North West,S12000047,Fife,S12000047,Fife,855,923,-0.025509255188697327,S01009413,Cowdenbeath North West,S12000015,S12000047,Fife,Manmade,110066.93,116271.89,118989.46532999999,2068.32,905.8584433333356,both,-35510.97186619171
2908,S01009414,Cowdenbeath Foulford,S12000047,Fife,S12000047,Fife,667,654,0.0065608981528083605,S01009414,Cowdenbeath Foulford,S12000015,S12000047,Fife,Manmade,48780.78,66633.09,69535.588643,5950.771,967.4995476666664,both,147464.49725828055
2909,S01009415,Cowdenbeath North,S12000047,Fife,S12000047,Fife,681,722,-0.01948761091443796,S01009415,Cowdenbeath North,S12000015,S12000047,Fife,Manmade,121365.19,122832.2,124543.424868,489.00300000000004,570.4082893333349,both,-29270.303673331833
2910,S01009416,Cowdenbeath Glenfield,S12000047,Fife,S12000047,Fife,477,502,-0.017027876267795974,S01009416,Cowdenbeath Glenfield,S12000015,S12000047,Fife,Manmade,36603.22,40367.51,41260.246649000015,1254.761333,297.5788830000044,both,-17475.983400396293
2911,S01009417,Leuchatsbeath,S12000047,Fife,S12000047,Fife,1319,858,0.14334168440978412,S01009417,Leuchatsbeath,S12000015,S12000047,Fife,Manmade,436902.92,622198.83,726681.8472,61765.30233,34827.6724,both,242969.60471341273
2912,S01009418,Cowdenbeath North East,S12000047,Fife,S12000047,Fife,1014,1066,-0.01667014019155381,S01009418,Cowdenbeath North East,S12000015,S12000047,Fife,Manmade,119996.18,122416.82,139099.538514,806.88,5560.906171333336,both,-333584.8473638426
2913,S01009419,Kelty Elmwood,S12000047,Fife,S12000047,Fife,585,558,0.015750961616848504,S01009419,Kelty Elmwood,S12000015,S12000047,Fife,Manmade,38088.86,39924.91,39925.089405,612.0166667000002,0.05980166666510438,both,3.7966994092053197
2914,S01009420,Kelty West,S12000047,Fife,S12000047,Fife,664,640,0.0122713243742388,S01009420,Kelty West,S12000015,S12000047,Fife,Manmade,35518.11,37291.8,37292.02266700001,591.2296667,0.07422233333636541,both,6.048437077596971
2915,S01009421,Kelty South West,S12000047,Fife,S12000047,Fife,701,704,-0.00142348970781744,S01009421,Kelty South West,S12000015,S12000047,Fife,Manmade,61135.24,63887.68,63887.862005999996,917.4816667000001,0.06066866666757656,both,-42.619673563075175
2916,S01009422,Kelty Blairadam Park,S12000047,Fife,S12000047,Fife,739,753,-0.006255768950563929,S01009422,Kelty Blairadam Park,S12000015,S12000047,Fife,Manmade,75814.74,80109.35,83287.838854,1431.538667,1059.4962846666651,both,-169363.07799078105
2917,S01009423,Kelty Seafar,S12000047,Fife,S12000047,Fife,1390,1364,0.006294062573776672,S01009423,Kelty Seafar,S12000015,S12000047,Fife,Manmade,73857.62,85538.87,89644.787292,3893.747667,1368.6390973333328,both,217449.23589345545
2918,S01009424,Kelty East,S12000047,Fife,S12000047,Fife,570,578,-0.004645835947927208,S01009424,Kelty East,S12000015,S12000047,Fife,Manmade,62701.23,68868.73,70381.013376,2055.8356670000007,504.09445866666886,both,-108504.57577856925
2919,S01009425,Kelty Oakfield,S12000047,Fife,S12000047,Fife,669,675,-0.0029762102481004395,S01009425,Kelty Oakfield,S12000015,S12000047,Fife,Manmade,59187.87,63514.92,63682.299388,1442.347333,55.79312933333373,both,-18746.36691710325
2920,S01009426,Kelty Central,S12000047,Fife,S12000047,Fife,745,761,-0.007083046494042091,S01009426,Kelty Central,S12000015,S12000047,Fife,Manmade,58484.52,60642.98,60643.00512599999,719.4873332999997,0.008375333328634346,both,-1.182447882514856
2921,S01009427,Kelty North East,S12000047,Fife,S12000047,Fife,527,543,-0.009969590464191049,S01009427,Kelty North East,S12000015,S12000047,Fife,Manmade,60299.12,69601.56,71477.38293200001,3100.812333,625.27431066667,both,-62718.15406184851
2922,S01009428,Lochore North,S12000047,Fife,S12000047,Fife,695,693,0.0009606154582963168,S01009428,Lochore North,S12000015,S12000047,Fife,Manmade,77997.36,83626.5,85587.75904700001,1876.3813329999998,653.7530156666712,both,680556.4183051185
2923,S01009429,Lochore Central,S12000047,Fife,S12000047,Fife,762,783,-0.009062046768052277,S01009429,Lochore Central,S12000015,S12000047,Fife,Manmade,56493.09,59775.82,59776.11817,1094.241667,0.09939000000061544,both,-10.967720929338961
2924,S01009430,Crosshill and Lochore South,S12000047,Fife,S12000047,Fife,702,708,-0.0028368965559695397,S01009430,Crosshill and Lochore South,S12000015,S12000047,Fife,Manmade,78845.03,82050.61,82681.359482,1068.526667,210.2498273333331,both,-74112.61679278185
2925,S01009431,Glencraig Landward,S12000047,Fife,S12000047,Fife,671,675,-0.001981184633615998,S01009431,Glencraig Landward,S12000015,S12000047,Fife,Manmade,205697.89,223944.25,246641.391531,6082.118667,7565.713843666667,both,-3818782.8207903854
2926,S01009432,Ballingry East,S12000047,Fife,S12000047,Fife,784,798,-0.005899859033133658,S01009432,Ballingry East,S12000015,S12000047,Fife,Manmade,82669.58,70706.69,71171.811335,-3987.63,155.0404450000011,both,-26278.669393504602
2927,S01009433,Ballingry Central,S12000047,Fife,S12000047,Fife,800,797,0.0012523496259041142,S01009433,Ballingry Central,S12000015,S12000047,Fife,Manmade,57559.54,60430.37,60430.309991,956.942,-0.020003000002664827,both,-15.972376714069743
2928,S01009434,Ballingry South,S12000047,Fife,S12000047,Fife,574,554,0.011821569857427558,S01009434,Ballingry South,S12000015,S12000047,Fife,Manmade,36720.89,38272.55,38363.616888,517.2196667,30.355629333331308,both,2567.817108846901
2929,S01009435,Ballingry West,S12000047,Fife,S12000047,Fife,745,761,-0.007083046494042091,S01009435,Ballingry West,S12000015,S12000047,Fife,Manmade,46023.34,47835.33,48025.017017,603.9976667000002,63.22900566666553,both,-8926.809349599871
2930,S01009436,Dundonald,S12000047,Fife,S12000047,Fife,674,712,-0.018282600166556237,S01009436,Dundonald,S12000015,S12000047,Fife,Manmade,39069.43,39366.66,40588.250497,99.07633333,407.1968323333325,both,-22272.369828346647
2931,S01009437,Bowhill and Dundonald,S12000047,Fife,S12000047,Fife,631,608,0.012376993525015373,S01009437,Bowhill and Dundonald,S12000015,S12000047,Fife,Manmade,90087.48,91604.92,95496.103932,505.81333330000007,1297.0613106666667,both,104796.15328594556
2932,S01009438,Cardenden East,S12000047,Fife,S12000047,Fife,846,877,-0.011995877588653269,S01009438,Cardenden East,S12000015,S12000047,Fife,Manmade,77941.57,77389.57,84310.975488,-184.00066669999998,2307.1351626666633,both,-192327.33458775454
2933,S01009439,Cardenden West,S12000047,Fife,S12000047,Fife,880,868,0.004576730937300679,S01009439,Cardenden West,S12000015,S12000047,Fife,Manmade,73696.61,73300.38,74010.84343000001,-132.0773333,236.82114333333448,both,51744.60692089751
2934,S01009440,Bowhill West,S12000047,Fife,S12000047,Fife,683,694,-0.005325700312004794,S01009440,Bowhill West,S12000015,S12000047,Fife,Manmade,62686.2,63547.75,64838.53597299999,287.182,430.26199099999695,both,-80789.74891436019
2935,S01009441,Bowhill East,S12000047,Fife,S12000047,Fife,767,805,-0.016118492017102408,S01009441,Bowhill East,S12000015,S12000047,Fife,Manmade,44636.14,44735.89,46563.596984,33.25033333,609.2356613333322,both,-37797.311354369085
2936,S01009442,Jamphlars and Lochgelly Landward,S12000047,Fife,S12000047,Fife,628,610,0.009693736433613941,S01009442,Jamphlars and Lochgelly Landward,S12000015,S12000047,Fife,Manmade,547244.51,716471.68,945310.332875,56409.056,76279.5509583333,both,7868952.439621403
2937,S01009443,Auchterderran Landward and Cluny,S12000047,Fife,S12000047,Fife,1210,928,0.08844796860152875,S01009443,Auchterderran Landward and Cluny,S12000015,S12000047,Fife,Manmade,629509.62,1020581.37,1356154.283682,130357.2507,111857.63789399996,both,1264671.6443871679
2938,S01009444,Lochgelly St Patricks and The Beeches,S12000047,Fife,S12000047,Fife,786,831,-0.018557667475413882,S01009444,Lochgelly St Patricks and The Beeches,S12000015,S12000047,Fife,Manmade,69952.18,74180.92,76866.21344699999,1409.582,895.0978156666631,both,-48233.31471223596
2939,S01009445,Lochgelly North,S12000047,Fife,S12000047,Fife,761,753,0.0035227100205974158,S01009445,Lochgelly North,S12000015,S12000047,Fife,Manmade,153766.83,169521.56,176715.054427,5251.575,2397.831475666666,both,680678.0750179426
2940,S01009446,Lochgelly East,S12000047,Fife,S12000047,Fife,830,858,-0.01105946623243956,S01009446,Lochgelly East,S12000015,S12000047,Fife,Manmade,102221.37,111361.0,111857.336519,3046.542333,165.4455063333347,both,-14959.628507933858
2941,S01009447,Lochgelly Central and Eastern,S12000047,Fife,S12000047,Fife,516,488,0.018597119876138504,S01009447,Lochgelly Central and Eastern,S12000015,S12000047,Fife,Manmade,50025.81,47435.39,48427.020026,-863.4739999999997,330.5433419999996,both,17773.899625399063
2942,S01009448,Lochgelly Albion Park and New Farm Vale,S12000047,Fife,S12000047,Fife,998,928,0.024240514508421147,S01009448,Lochgelly Albion Park and New Farm Vale,S12000015,S12000047,Fife,Manmade,108321.74,130791.49,149459.37871299998,7489.916999999998,6222.629570999993,both,256703.692029237
2943,S01009449,Lochgelly Central and Western,S12000047,Fife,S12000047,Fife,482,501,-0.0128873290114215,S01009449,Lochgelly Central and Western,S12000015,S12000047,Fife,Manmade,30672.58,32473.88,32559.089881,600.433,28.40329366666629,both,-2203.9705544487642
2944,S01009450,Lumphinnans,S12000047,Fife,S12000047,Fife,566,573,-0.0040972128371855425,S01009450,Lumphinnans,S12000015,S12000047,Fife,Manmade,46117.76,41187.57,41292.140464,-1643.3973330000001,34.856821333332235,both,-8507.44706669329
2945,S01009451,Lochgelly South West,S12000047,Fife,S12000047,Fife,1043,1079,-0.011311170085787388,S01009451,Lochgelly South West,S12000015,S12000047,Fife,Manmade,60738.5,65235.97,65633.74929400001,1499.157333,132.5930980000024,both,-11722.314932440731
2946,S01009452,Lochgelly West and Lumphinnans Central,S12000047,Fife,S12000047,Fife,542,553,-0.006697333360896201,S01009452,Lochgelly West and Lumphinnans Central,S12000015,S12000047,Fife,Manmade,49059.26,52638.03,52862.677071,1192.924667,74.8823569999998,both,-11180.921265949863
2947,S01009453,Lochgelly West,S12000047,Fife,S12000047,Fife,1029,1021,0.002601639223128045,S01009453,Lochgelly West,S12000015,S12000047,Fife,Manmade,75445.59,80384.24,81880.229725,1646.214333,498.66324166666413,both,191672.71051022335
2948,S01009454,Aberdour,S12000047,Fife,S12000047,Fife,936,917,0.0068360014070423854,S01009454,Aberdour,S12000015,S12000047,Fife,Manmade,94239.53,94587.39,98190.936083,115.954,1201.1820276666695,both,175714.12820793496
2949,S01009455,St Colme and Aberdour West,S12000047,Fife,S12000047,Fife,1179,1160,0.005415538812320182,S01009455,St Colme and Aberdour West,S12000015,S12000047,Fife,Manmade,361294.99,392633.66,485238.756725,10446.225,30868.365575000003,both,5699962.0249744
2950,S01009456,Mossbank and Donibristle,S12000047,Fife,S12000047,Fife,871,650,0.09755653798760668,S01009456,Mossbank and Donibristle,S12000015,S12000047,Fife,Manmade,809780.81,1376934.65,1682991.355719,189051.282,102018.9019063334,both,1045741.3107391491
2951,S01009457,Auchtertool,S12000047,Fife,S12000047,Fife,635,629,0.003164580730750381,S01009457,Auchtertool,S12000015,S12000047,Fife,Manmade,507668.26,713794.51,776315.947656,68708.74833,20840.479218666675,both,6585541.9696387425
2952,S01009458,Burntisland Central,S12000047,Fife,S12000047,Fife,755,755,0.0,S01009458,Burntisland Central,S12000015,S12000047,Fife,Manmade,59258.53,61134.33,61681.47717599999,625.265,182.3823919999971,both,inf
2953,S01009459,Burntisland Links,S12000047,Fife,S12000047,Fife,899,873,0.00978249287733932,S01009459,Burntisland Links,S12000015,S12000047,Fife,Manmade,110369.25,111826.22,115226.886466,485.65766669999994,1133.5554886666698,both,115875.93294266508
2954,S01009460,Burntisland Docks,S12000047,Fife,S12000047,Fife,756,797,-0.017604434203560688,S01009460,Burntisland Docks,S12000015,S12000047,Fife,Manmade,224117.06,259380.55,264735.400894,11754.49367,1784.9502980000107,both,-101392.0855030368
2955,S01009461,Burntisland Kirkton,S12000047,Fife,S12000047,Fife,974,899,0.02670942305697161,S01009461,Burntisland Kirkton,S12000015,S12000047,Fife,Manmade,78958.79,87269.85,108523.97209,2770.353,7084.707363333335,both,265251.2316803528
2956,S01009462,Burntisland Grange and Orrock,S12000047,Fife,S12000047,Fife,750,717,0.01499912197691191,S01009462,Burntisland Grange and Orrock,S12000015,S12000047,Fife,Manmade,152441.11,188470.42,340770.170454,12009.77,50766.58348466666,both,3384637.018274234
2957,S01009463,Burntisland Nether Grange,S12000047,Fife,S12000047,Fife,619,642,-0.012161010335121672,S01009463,Burntisland Nether Grange,S12000015,S12000047,Fife,Manmade,47548.02,50346.89,50919.07223800001,932.9580000000001,190.7274126666695,both,-15683.517027844155
2958,S01009464,Burntisland East Toll,S12000047,Fife,S12000047,Fife,859,846,0.005083187459344056,S01009464,Burntisland East Toll,S12000015,S12000047,Fife,Manmade,71179.56,87829.16,89337.98937800001,5549.865667,502.94312600000313,both,98942.4706490962
2959,S01009465,Burntisland Meadowfield,S12000047,Fife,S12000047,Fife,578,608,-0.016867004431263162,S01009465,Burntisland Meadowfield,S12000015,S12000047,Fife,Manmade,46541.92,48642.23,49103.730474,700.1026667,153.83349133333348,both,-9120.380086472353
2960,S01009466,Burntisland East,S12000047,Fife,S12000047,Fife,516,556,-0.02488717625633988,S01009466,Burntisland East,S12000015,S12000047,Fife,Manmade,81179.02,85713.82,100489.86423500002,1511.6,4925.348078333336,both,-197907.06778470415
2961,S01009467,Kinghorn South,S12000047,Fife,S12000047,Fife,746,781,-0.01528318321197504,S01009467,Kinghorn South,S12000015,S12000047,Fife,Manmade,102130.76,104749.88,112488.899947,873.0386667000001,2579.673315666665,both,-168791.62409342697
2962,S01009468,Kinghorn Central,S12000047,Fife,S12000047,Fife,700,711,-0.005197364919945388,S01009468,Kinghorn Central,S12000015,S12000047,Fife,Manmade,68009.03,67867.09,71927.39245300001,-47.312,1353.4341510000038,both,-260407.75890222174
2963,S01009469,Kinghorn North,S12000047,Fife,S12000047,Fife,837,834,0.0011968893769095134,S01009469,Kinghorn North,S12000015,S12000047,Fife,Manmade,101061.36,107265.14,114677.166109,2067.926333,2470.675369666666,both,2064247.053513161
2964,S01009470,Kinghorn North West,S12000047,Fife,S12000047,Fife,481,503,-0.01490763333132601,S01009470,Kinghorn North West,S12000015,S12000047,Fife,Manmade,38102.15,40113.56,40403.408727,670.471,96.6162423333323,both,-6480.991327463676
2965,S01009471,Linktown East,S12000047,Fife,S12000047,Fife,603,616,-0.007109922268778098,S01009471,Linktown East,S12000015,S12000047,Fife,Manmade,65350.48,66282.45,67096.077617,310.6536667,271.20920566666854,both,-38145.1716930343
2966,S01009472,Linktown North,S12000047,Fife,S12000047,Fife,951,995,-0.015076224871067469,S01009472,Linktown North,S12000015,S12000047,Fife,Manmade,73379.28,75745.52,78434.19828899999,788.7476667000003,896.2260963333296,both,-59446.32054761017
2967,S01009473,Linktown Central,S12000047,Fife,S12000047,Fife,813,833,-0.00810084420634403,S01009473,Linktown Central,S12000015,S12000047,Fife,Manmade,98534.93,101867.78,104968.973595,1110.949667,1033.7311983333348,both,-127607.83592453078
2968,S01009474,Linktown South and Seafield North,S12000047,Fife,S12000047,Fife,930,938,-0.0028551209529743484,S01009474,Linktown South and Seafield North,S12000015,S12000047,Fife,Manmade,124253.15,146841.29,153057.42184700002,7529.38,2072.043949000004,both,-725728.9561906067
2969,S01009475,Seafield Central,S12000047,Fife,S12000047,Fife,574,588,-0.008032517193020177,S01009475,Seafield Central,S12000015,S12000047,Fife,Manmade,57318.22,60441.93,77895.30583,1041.236,5817.791943333333,both,-724280.0486488444
2970,S01009476,Seafield South and Landward,S12000047,Fife,S12000047,Fife,579,509,0.042951487007490866,S01009476,Seafield South and Landward,S12000015,S12000047,Fife,Manmade,285006.68,315676.88,461421.25503999996,10223.39833,48581.458346666666,both,1131077.4488015727
2971,S01009477,Kirkcaldy Central North,S12000047,Fife,S12000047,Fife,751,779,-0.012201798035537855,S01009477,Kirkcaldy Central North,S12000015,S12000047,Fife,Manmade,78003.9,79177.67,81310.417809,391.2566667,710.9159363333358,both,-58263.21123024543
